-2.0	[76.23903287344581, 77.87214440517366, 80.93063540249035, 82.38172300776667, 83.49708746437375, 84.5009564304039, 85.7966233877048, 86.42032098718207, 86.76110520332178]	
-1.5	[76.23903287344581, 77.87214440517366, 80.93063540249035, 82.38172300776667, 83.49708746437375, 84.5009564304039, 85.7966233877048, 86.42032098718207, 86.76110520332178]	
-1.0	[76.23903287344581, 77.87214440517366, 80.93063540249035, 82.38172300776667, 83.49708746437375, 84.5009564304039, 85.7966233877048, 86.42032098718207, 86.76110520332178]	
-0.5	[76.23903287344581, 77.87214440517366, 80.93063540249035, 82.38172300776667, 83.49708746437375, 84.5009564304039, 85.7966233877048, 86.42032098718207, 86.76110520332178]	
0.0	[76.23903287344581, 77.87214440517366, 80.93063540249035, 82.38172300776667, 83.49708746437375, 84.5009564304039, 85.7966233877048, 86.42032098718207, 86.76110520332178]	
0.5	[76.23903287344581, 77.87214440517366, 80.93063540249035, 82.38172300776667, 83.49708746437375, 84.5009564304039, 85.7966233877048, 86.42032098718207, 86.76110520332178]	
1.0	[76.23903287344581, 77.87214440517366, 80.93063540249035, 82.38172300776667, 83.49708746437375, 84.5009564304039, 85.7966233877048, 86.42032098718207, 86.76110520332178]	
1.5	[76.23903287344581, 77.87214440517366, 80.93063540249035, 82.38172300776667, 83.49708746437375, 84.5009564304039, 85.7966233877048, 86.42032098718207, 86.76110520332178]	
2.0	[76.23903287344581, 77.87214440517366, 80.93063540249035, 82.38172300776667, 83.49708746437375, 84.5009564304039, 85.7966233877048, 86.42032098718207, 86.76110520332178]	
